abstract_id,session_title,abstract_title
719989,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Associations of DNA damage repair (DDR) pathway class and allelic configuration with survival in metastatic renal cell carcinoma.
719990,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real-world comparative effectiveness of first-line (1L) cabozantinib (C) versus cabozantinib with nivolumab (C+N) in patients (pts) with metastatic papillary renal cell carcinoma (mPRCC).
719991,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Outcomes of delayed cytoreductive nephrectomy in patients with metastatic clear cell renal cell carcinoma treated with immune checkpoint inhibitor therapy.
719992,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Treatment patterns, attrition, and survival outcomes in patients with metastatic unclassified renal cell carcinoma."
719993,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Chromophobe renal cell carcinoma: Long-term survival and treatment patterns from a real-world cohort.
719994,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Clinical efficacy of belzutifan in pre-treated renal cell carcinoma: A real world retrospective cohort benchmarked to LITESPARK-005.
719995,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Perioperative outcomes of open versus robot-assisted radical nephrectomy with IVC thrombectomy.
719996,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Contemporary outcomes of nephrectomy with IVC thrombectomy: Analysis from a large multi-institutional database.
719997,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Optimal duration of immune checkpoint inhibitor therapy in genitourinary cancers: A systematic review and meta-analysis of real-world studies.
719998,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Head-to-head comparison of pembrolizumab-axitinib versus pembrolizumab-lenvatinib in metastatic RCC: Real world data from the Canadian Kidney Cancer Information System (CKCis) database.
719999,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Metastatic progression and toxicity in high-risk clear cell renal cell carcinoma patients treated with adjuvant pembrolizumab at a tertiary care center.
720000,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",End-of-life treatment patterns in patients (pts) with metastatic renal cell carcinoma (mRCC).
720001,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Treatment (Rx) patterns and survival outcomes in patients with metastatic chromophobe renal cell carcinoma (mchRCC).
720002,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Adjuvant pembrolizumab in nonâ€“clear cell renal cell carcinoma after nephrectomy: An international multicenter study.
720003,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real-world outcomes of clear-cell renal cell carcinoma (ccRCC) patients treated with belzutifan stratified by von Hippel-Lindau (VHL) status.
720004,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real-world early quality of life (QOL) changes on IO-based regimens in the prospective observational ODYSSEY metastatic renal cell carcinoma (mRCC) study.
720005,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Clinical outcomes of retroperitoneal lymph node dissection in patients with cT3â€“4 Nx M0 nonâ€“clear cell renal cell carcinoma.
720006,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Efficacy and safety of belzutifan in patients with metastatic clear cell renal cell carcinoma (mccRCC): Results from the International Metastatic Renal Cell Carcinoma Database Consortium (IMDC).
720007,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real-world effects of sodium-glucose cotransporter 2 inhibitor use on renal cell carcinoma.
720008,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Treatment utilization in metastatic renal cell carcinoma (mRCC) following implementation of a national cancer drug list (CDL) drug reimbursement program in Singapore: A real-world single-centre study.
720009,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Trends in overall survival with evolving systemic therapies for metastatic nonâ€“clear cell RCC: An analysis over two decades.
720010,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Immune checkpoint inhibitor combinations in sarcomatoid metastatic clear cell renal cell carcinoma: A systematic review and meta-analysis.
720011,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real-world efficacy and safety of tivozanib in metastatic renal cell carcinoma in a diverse cohort: A multicenter study from the City of Hope enterprise.
720012,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Real world outcomes comparing the use of GLP-1 agonists in patients with renal cell carcinoma (RCC) and comorbid obesity: A propensity score matched analysis from Global Federated Health Research Network.
720013,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Discrepancies in the administration of sequential therapies for metastatic renal cell carcinoma: Real-world practice versus randomized controlled trials.
720014,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Diabetic retinopathy as a marker for renal cell carcinoma among patients with type 2 diabetes mellitus.
720015,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Bleeding risk with concurrent anticoagulation and VEGF-TKI therapy in mRCC: A real-world TriNetX analysis.
720016,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Effect of remote exercise on fatigue and quality of life (QOL) across genitourinary (GU) cancer types.
720017,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Efficacy of subsequent therapy in patients with metastatic renal cell carcinoma of intermediate and poor risk following first-line immuno-oncology combinations.
720018,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Emotional concerns due to kidney cancer (KC) and disparities in patient support across North America (NA): Results from the International Kidney Cancer Coalition (IKCC) global patient survey (GPS).
720019,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Activity and biomarker analyses with casdatifan (cas), a next-generation HIF-2Î± inhibitor, in refractory clear cell renal cell carcinoma (ccRCC): Results from ARC-20."
720020,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Phase 2 trial of belzutifan in participants from China and Japan with von Hippel-Lindau disease-associated tumors: Results from LITESPARK-015 cohort B1.
720021,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","A phase II trial of nivolumab, ipilimumab and cabozantinib in patients with brain metastases from renal cell carcinoma."
720022,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Guarding the kidneys in the immunotherapy era: Pooled incidence and severity of immune-related nephritis in renal-cell carcinoma treated with PD-1/PD-L1â€“based regimens.
720023,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Response of venous tumor thrombi in renal cell carcinoma to immune checkpoint inhibitor therapy: A multicenter retrospective cohort study.
720024,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Fruquintinib combined with everolimus in Chinese patients with advanced/metastatic clear cell renal cell carcinoma (ccRCC) after progression on immune checkpoint inhibitors (ICIs): Results from a phase II single arm clinical trial.
720025,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Metastasis-directed therapy with or without pembrolizumab for oligometastatic clear cell renal cell carcinoma: Pooled analysis of two prospective single-arm phase II trials.
720026,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Incidence of symptomatic hypoxia in a high-altitude cohort of patients with renal cell carcinoma (RCC) treated with belzutifan.
720027,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Interim analysis of vorolanib combined with cadonilimab in previously untreated patients with advanced renal cell carcinoma.
720028,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Efficacy of selective renal tumor embolization combined with axitinib and reduced-dose toripalimab in oligometastatic clear cell renal carcinoma: An updated analysis with patient-derived organoid and immune co-culture insights.
720029,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Pan-cancer assessment of deletions in COQ biosynthesis pathway genes associated with poor prognosis and potential benefit from BPM31510 intervention in kidney cancers.
720030,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",First results of a dose-escalation study evaluating Clostridium butyricum MIYAIRI 588 (CBM588) with nivolumab/ipilimumab (nivo/ipi) in metastatic renal cell carcinoma (mRCC).
720031,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Network meta-analysis of second- and later-line therapies in advanced renal cell carcinoma: A comparative effectiveness approach.
720032,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Long-term clinical outcomes with Clostridium butyricum MIYAIRI 588 (CBM588) and TOPOSCORE assessment in patients receiving immune checkpoint inhibitor (ICI)-based combinations for metastatic renal cell carcinoma (mRCC).
720033,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","A prospective, multi-center, phase Ib/II trial of first-line cadonilimab plus axitinib in advanced non-clear cell renal cell carcinoma."
720034,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Characterization of depth and durability of response in patients (pts) with previously untreated advanced renal cell carcinoma (aRCC) who received cabozantinib plus nivolumab (C+N): Long-term follow-up and exploratory analysis of CheckMate 9ER.
720035,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Efficacy and safety of lenvatinib plus pembrolizumab in patients with advanced renal cell carcinoma and venous tumor thrombus: Results from the first analysis of the PELET trial.
720036,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Cadonilimab plus lenvatinib in advanced renal cell carcinoma: Interim analysis of a prospective, multi-cohort phase II study."
720037,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Long-term efficacy and patient experience with neoadjuvant cabozantinib for locally advanced renal cell carcinoma.
720038,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",KEYMAKER-U03 substudy 03B: Novel investigative regimens for previously treated advanced clear cell renal cell carcinoma (ccRCC).
720039,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",V-set immunoregulatory receptor as a novel molecular target for genitourinary cancers.
720040,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Use of spatial transcriptomics to analyze the molecular landscape of tuberous sclerosis complexâ€“associated angiomyolipoma: Implications for diagnosis and therapeutic targeting.
720041,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",A novel cabozantinib formulation with reduced pharmacokinetic variability and the potential to improve safety in patients with renal cell carcinoma.
720042,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Promoter methylation of aquaporin 1 as a prognostic biomarker in clear cell renal cell carcinoma.
720043,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",PARP1 and BRCA1/2 expression and overall survival in high risk of recurrence localized clear cell-type renal cell carcinoma.
720044,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Pattern of disease recurrence and outcomes of localized high-risk renal cell carcinoma (RCC) patients treated with adjuvant (adj) immunotherapy: A single center experience.
720045,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Genome-wide association to identify SNPs associated with severe adverse events and clinical outcomes in advanced renal cell carcinoma treated with nivolumab.
720046,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Cyto-KIK: A phase II trial of cytoreductive surgery in kidney cancer plus immunotherapy (nivolumab) and targeted kinase inhibition (cabozantinib).
720047,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Association of prior 5-Î±-reductase inhibitor exposure with ICI benefit in metastatic RCC: Multicentre cohort with single-cell immune profiling.
720048,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Use of ultra-sensitive whole genome circulating tumor DNA detection to predict early recurrence in high-risk localized RCC after nephrectomy: Preliminary real-world findings.
720049,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Integrative genomic landscape of germline exome alterations in renal cell carcinoma, unclassified with medullary phenotype."
720050,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Unveiling sex-based disparities in advanced renal cell carcinoma: Insights from the real-world Meet-URO33 (REGAL) study.
720051,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Pathologic findings and clinical outcomes after immune checkpoint blockade in renal cell carcinoma patients undergoing deferred consolidative nephrectomy.
720052,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Utility of circulating tumor DNA in patients with renal cell carcinoma at increased risk of recurrence after resection.
720053,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Peripheral blood correlates of outcomes with adjuvant tremelimumab plus durvalumab for patients with renal cell carcinoma at high or intermediate risk of relapse: Initial results from the TransRAMPART study.
720054,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Genomic and clinical correlates of belzutifan treatment in renal cell carcinoma (RCC): A retrospective analysis of 240 RCC patients.
720055,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",MTAP loss in sarcomatoid renal cell carcinoma (srcRCC): A genomic landscape study.
720056,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Metabolic reprogramming in chromophobe renal cell carcinoma: Transcriptomic insights into the transition from indolent to aggressive disease.
720057,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Association of enriched YES1 tumor expression at the stromal interface with overall survival in clear cell renal cell carcinoma when treated with first-line immune checkpoint blockade.
720058,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Use of genomic dedifferentiation signature to predict clinical outcomes with doublet vs triplet therapy in the phase III COSMIC-313 trial.
720059,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",VHL wild-type clinically advanced clear cell renal cell carcinoma (ccRCC): A genomic landscape study.
720060,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Association of pre-operative circulating tumor DNA (ctDNA) status with clinicopathologic characteristics in patients (pts) with localized renal cell carcinoma (RCC).
720061,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Circulating kidney injury marker-1 (KIM-1) in metastatic renal cell carcinoma with divergent histologies (RCCdh): Biomarker analysis of the CAN-I trial.
720062,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Kidney injury moleculeâ€1 (KIM-1) in localized and metastatic renal cell carcinoma (RCC): A meta-analysis and systematic review.
720063,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Pilot phase I trial of an implantable microdevice for in vivo evaluation of drug response in renal cell carcinoma.
720064,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Circulating tumor DNA (ctDNA) analysis in participants (pts) with advanced clear cell renal cell carcinoma (ccRCC) treated with first-line pembrolizumab (pembro) monotherapy from the phase 2 KEYNOTE-427 study.
720065,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Correlation without causality between BAP1 loss and the metastasis-associated miR-183/96/182 cluster expression in renal cell carcinoma.
720066,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Molecular and clinical correlates of early-onset clear cell renal cell carcinoma (eoRCC): A real-world multi-omics analysis.
720067,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Immunological clustering from peripheral blood to define prognosis and T cell exhaustion profiles in renal cell carcinoma.
720068,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Association of serum kidney injury molecule-1 with treatment response and survival in metastatic renal cell carcinoma.
720069,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Features of early and late recurrence versus de novo metastatic ccRCC: Findings from JAVELIN Renal 101.
720070,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Biomarker analysis from the phase 2 LITESPARK-013 study of 2 different belzutifan (bel) doses in participants (pts) with advanced clear cell renal cell carcinoma (ccRCC).
720071,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Development and validation of a computational histology artificial intelligence (CHAI) prognostic biomarker in renal cell carcinoma.
720072,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Effect of tryptophanâ€“serotoninâ€“kynurenine pathways on immune landscape and survival in clear cell renal cell carcinoma: TCGA-KIRC transcriptomic analysis.
720073,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Analysis of CA9 and PSMA expression in clear cell renal cell carcinoma (ccRCC) and the effect of prior therapies.
720074,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Expansion and characterization of tumor-infiltrating lymphocytes from primary and metastatic immune checkpoint inhibitor-exposed renal cell carcinoma tumors.
720075,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Germline platelet polygenic risk score to predict renal cell carcinoma survival via sustained thrombocytosis.
720076,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Circulating angiogenicâ€“myeloid cytokine axis to predict benefit from first-line immune-checkpoint inhibitor combinations in metastatic clear cell renal cell carcinoma.
720077,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Pathologic response after neoadjuvant therapy in renal cell carcinoma using irRVT criteria.
720078,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Single-cell transcriptomic investigation of the cell-of-origin and oncogenic pathways across variant histologies of renal cell carcinoma.
720079,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Baseline and longitudinal body composition profile association with immune-checkpoint inhibitor (ICI) outcomes in metastatic clear-cell renal cell carcinoma (mccRCC).
720080,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Correlation of mutated B2M, an immune-related gene, with overall survival in renal cell carcinoma."
720081,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Prevalence and clinical impact of actionable genomic alterations in nonâ€“clear cell renal cell carcinoma: A review of NGS-based trials and real-world data.
720082,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",KIM-1 levels in papillary renal cell carcinoma from the CALYPSO trial.
720083,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Succinate dehydrogenase B deficient renal cell carcinoma (RCC): A genomic landscape study.
720084,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Predictors and clinical outcomes of renal tumor upstaging from cT1 to pT3a disease in patients who underwent robot-assisted partial nephrectomy.
720085,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Association of SETD2 mutation with prognostic features and susceptibility to acute kidney injury in renal cell carcinoma.
720086,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Efficacy and safety of avelumab + axitinib vs sunitinib in patients (pts) with very favorable-risk advanced renal cell carcinoma (aRCC): Subgroup analysis from the JAVELIN Renal 101 trial.
720087,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Healthy donor fecal microbiota transplantation combined with immunotherapy in metastatic renal cell carcinoma: Results from the phase I PERFORM trial.
720088,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Early monitoring of derived neutrophil-to-lymphocyte ratio (dNLR) as a predictive biomarker of benefit to immune checkpoint inhibitors (ICI) in advanced clear cell renal cell carcinoma (ccRCC).
720089,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Clinical significance of baseline serum IgG in metastatic renal cell carcinoma patients undergoing cytoreductive nephrectomy.
720090,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Evaluating the relationship between vasculitis and metastasis in kidney-related urogenital cancers: A multicenter real-world propensity-matched cohort study.
720091,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Incidence of adolescent and young adult renal cell carcinoma in the modern era.
720092,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Impact of serum LDH on clinical outcomes in patients with good-risk metastatic non-seminomatous germ cell-cell tumors (NSGCT).
720093,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Prognostic value of baseline serum IgG in metastatic clear cell renal cell carcinoma treated with first-line IOâ€“TKI therapy.
720094,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Performance of circulating tumor DNA as a biomarker in testicular seminoma and non-seminomatous germ cell tumor patients undergoing primary retroperitoneal lymph node dissection.
720095,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Circulating tumor DNA performance in primary retroperitoneal lymph node dissection: A stage-based analysis.
720096,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Prognostic factors affecting racial impact in testicular cancer outcomes in the United States.
720097,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Clinical characteristics and survival outcomes of primary sarcoma of the kidney (PSK).
720098,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Leveraging large language models (LLM) to guide adjuvant treatment recommendations for renal cell carcinoma (RCC) after nephrectomy.
720099,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Bridging global gaps: Expanding GU oncology education through iECHO telementoring.
720100,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Contemporary survival and treatment outcomes in malignant spermatic-cord tumors: A two-decade population-based analysis.
720101,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Second opinions and treatment guidance in non- or minimally metastatic testicular cancer: Is ChatGPT 5 non-inferior to expert recommendations?
720102,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Ethnic disparities and variations in testicular germ cell tumours: A retrospective real-world analysis in a single tertiary cancer centre.
720103,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Artificial intelligence (AI) as a practical decision support tool for oncologists: Genitourinary (GU) cancer cases.
720104,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Conventional-dose chemotherapy as first salvage in germ cell tumors: Outcomes from an Ibero-American multi-institutional cohort.
720105,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Demographic predictors of primary retroperitoneal lymph node dissection (P-RPLND) vs. primary chemotherapy (P-Ch) in the treatment of clinical stage IIA/B (CSIIA/B) non-seminomatous testicular germ cell tumors (NSGCTs).
720106,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Primary retroperitoneal lymph node dissection for clinical stage IIA/B metastatic seminoma: A multi-centre Australian experience.
720107,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Turning the tide in recurrent NSGCT: Retrospective insights into TIP vs non-TIP salvage chemotherapy.
720108,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Benign persistent elevation of alphafoetoprotein (AFP) after curative treatment for germ-cell tumors.
720109,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Serum amyloid A4 and cognitive functioning in long-term testicular germ cell tumor survivors.
720110,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Survivorship outcomes of stage I testis cancer management.
720111,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Impact of bleomycin shortage on real-world outcomes in germ cell tumors: A multicenter retrospective analysis in Brazil.
720112,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Surveillance after complete response (CR) to first-line chemotherapy (chemo) in non-seminomatous germ-cell tumor (NSGCT).
720113,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Subclinical hepatic injury and risk of nonalcoholic steatohepatitis after adjuvant systemic therapy in early-stage testicular cancer survivors.
720114,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Contemporary patterns of treatment and outcomes in germ-cell tumors across a provincial cancer system: British Columbia Germ Cell Tumor Clinical Database.
720115,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Vertebral surgery in the management of complex postchemotherapeutic retroperitoneal lymph node dissection (PC-RPLND).
720116,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Prognostic utility of lactate dehydrogenase in patients with metastatic seminoma.
720117,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Divergent biology and outcomes of somatic transformations (SM) in germ cell tumors (GCT).
720118,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Impact of bleomycin dose omissions on clinical outcomes in non-seminomatous germ cell tumors: A systematic review and meta-analysis.
720119,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Post-chemotherapy retroperitoneal lymph node dissection for patients with metastatic pure seminoma.
720120,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Progression after first-line chemotherapy with normal serum tumor markers (STM) in non-seminomatous germ-cell tumors (NSGCT).
720121,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Oncological outcomes of primary retroperitoneal lymph node dissection in patients with clinical stage IIB seminoma: A binational retrospective analysis.
720122,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",miR-371a-3p as a potential biomarker for monitoring disease activity and therapeutic response in metastatic seminoma and non-seminomatous germ cell tumor patients treated with BEP chemotherapy.
720123,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers","Surveillance of patients with complete response following first-line chemotherapy for germ cell tumors: Focus on lifestyle, socioeconomic, and sexual health outcomes."
720124,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Relapsed/refractory clinically advanced (CA) testicular non-seminomatous germ cell tumors (NSGCT): A genomic landscape study.
720125,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Parallel liquid biopsy analysis of miR-371a-3p and cell-free DNA in testicular germ cell tumors.
720126,"Poster Session C: Renal Cell Cancer; Adrenal, Penile, Testicular and Urethral Cancers",Circulating tumor DNA (ctDNA) as a real-time biomarker in marker-negative germ cell tumors (GCT): A proof-of-concept study.
