ID,Category,Sub Category,Keyword,Do/Don't,Action,Example_Title,Output_Indication,Generated_Rule,Rule_Generation_Status
433,Patient Sub-Group ,Disease Characterisation,Ductal Insitu,✔,,Long-term outcomes in patients with ductal carcinoma in situ treated with breast-conserving surgery,Ductal Carcinoma In Situ,"If the input contains the keyword ""Ductal Insitu"" in patient classification context, apply the following processing: replace the exact (case-insensitive) phrase ""Ductal Insitu"" with the standardized indication ""Ductal Carcinoma In Situ"", inserting the missing word “Carcinoma,” adding required spacing, and capitalizing each principal word; when part of a longer string, substitute only the matched phrase and preserve any surrounding text, to ensure proper medical indication formatting and clinical accuracy.",Success
434,Patient Sub-Group ,Progression,Hyperprogressive,✔,,Circulating Hallmarks of Hyperprogression in NSCLC upon 1st Line PD-(L)1 Inhibitors Alone or in Combination with Chemotherapy,First-Line Hyperprogressive Non-Small Cell Lung Cancer,"If the input contains the keyword ""Hyperprogressive"" in patient classification context, apply the following processing: 
1) Keep the word exactly as ""Hyperprogressive"" in Title Case;  
2) Place it directly after any line-of-therapy descriptor that has been normalized to the “First-Line/Second-Line/Third-Line” format (e.g., convert “1st Line” → “First-Line”, “2nd line” → “Second-Line” before insertion); if no line-of-therapy descriptor exists, position ""Hyperprogressive"" at the beginning of the indication;  
3) Follow with the fully expanded, standard disease name (e.g., “NSCLC” → “Non-Small Cell Lung Cancer”);  
4) Separate each element with a single space and do not add commas or additional punctuation, maintaining consistent medical indication formatting and clinical accuracy.",Success
435,Patient Sub-Group ,Progression,Hyperprogressive,✔,,Hyperprogressive disease during immune checkpoint inhibitor: a cloudy phenomenon with real consequences.,Hyperprogressive Disease,"If the input contains the keyword ""Hyperprogressive"" in patient classification context, apply the following processing: normalize any occurrence of “hyperprogressive” (case-insensitive), whether it appears alone or within phrases such as “hyperprogressive disease”, “hyperprogressive progression”, or “hyper-progressive”, to the exact output term “Hyperprogressive Disease”; remove hyphens, ensure both words are capitalized, and place the finalized term in the indication list separated from any other indications by “;;”, ensuring consistent medical terminology formatting and clinical accuracy.",Success
436,Patient Sub-Group ,Newly-Referred,Newly-Referred,X,,Outcomes of treatment in newly-referred patients with heart failure,Heart Failure,"If the input contains ""Newly-Referred"" in patient classification context (match case-insensitively and ignore optional hyphen/spacing variations such as “newly referred”), DO NOT include this term in the output indication, as this patient subgroup descriptor does not convey specific clinical information required for standardized medical indications and would compromise formatting consistency.",Success
437,Patient Sub-Group ,Newly-Referred,Newly-Referred,X,,Clinical characteristics of newly-referred multiple sclerosis patients at a tertiary center,Multiple Sclerosis,"If the input contains ""Newly-Referred"" (case-insensitive, with or without a hyphen) in patient classification context, DO NOT include this term in the output indication, as this descriptor pertains only to referral timing, provides no independent clinical value, and does not conform to medical indication formatting standards.",Success
438,Patient Sub-Group ,Genetic,Resistance-mutant,✔,,"""Clinical impact and landscape of heterogeneous ALK resistance mutations (muts) after comprehensive genomic profiling (CGP)""",ALK Resistance-Mutated Metastatic Non-Small Cell Lung Cancer,"If the input contains the keyword ""Resistance-mutant"" (including its lexical variants ""resistance-mutant"", ""resistance mutant"", ""resistance mutation"", ""resistance mutations"", ""resistance muts"", case-insensitive) in patient classification context, apply the following processing:  

1. Identify the gene symbol immediately preceding or following the keyword group.  
2. Replace the entire keyword group with the phrase ""Resistance-Mutated"".  
3. Concatenate the gene symbol and the new phrase with a single hyphen, yielding the structure ""<Gene> Resistance-Mutated"".  
4. Preserve the original gene symbol’s capitalization, capitalize the initial letter of “Resistance” and “Mutated”, and insert exactly one hyphen between “Resistance” and “Mutated”.  
5. Retain any additional disease qualifiers (e.g., “Metastatic Non-Small Cell Lung Cancer”) that appear elsewhere in the indication string, separating multiple indications with “;;” as per standard formatting.  

This ensures standardized patient-subgroup terminology and consistent medical indication formatting.",Success
439,Patient Sub-Group ,Biopsy Status,Biopsy Naive,X,,"Performances of a semen biomarker for Prostate Cancer early detection in biopsy naive men within an mpMRI led pathway, a multicentre trial.",Prostate Cancer,"If the input contains ""Biopsy Naive"" in patient classification context, DO NOT include this in the output indication, as biopsy status by itself does not define a distinct disease indication and its inclusion would introduce non-standard, clinically non-essential terminology.",Success
440,Patient Sub-Group ,Laterality,Bilateral/Unilateral,X,,Comparative outcomes of bilateral/unilateral retinoblastoma in pediatric patients,Pediatric Retinoblastoma,"If the input contains ""Bilateral/Unilateral"" in patient classification context (including any case-insensitive or punctuated variants such as ""bilateral or unilateral"", ""bilateral & unilateral"", ""bilateral-unilateral"", or ""bilateral/unilateral""), DO NOT include this in the output indication, as laterality descriptors are excluded from standardized medical indication terminology and must be removed entirely to maintain disease-centric, clinically precise formatting.",Success
441,Patient Sub-Group ,Laterality,Unilateral,X,,Unilateral Primary Angiitis of the Central Nervous System,Primary Angiitis,"If the input contains ""Unilateral"" in patient classification context, DO NOT include this in the output indication, as laterality descriptors are excluded from standardized medical indication terminology.",Success
442,Patient Sub-Group ,Lethal,Lethal,**,Retain to the context,"Superiority of midlife baseline prostate-specific antigen value over psa doubling time and velocity in the prediction of lethal prostate cancer development, and mortality: A system wide analysis of a racially diverse north american cohort",Lethal Prostate Cancer,"If the input contains the keyword ""Lethal"" in patient classification context, apply contextual processing:  

• Detect occurrences where “lethal” explicitly qualifies a cancer or disease term (e.g., “lethal prostate cancer,” “development of lethal melanoma,” “patients with a lethal form of bladder carcinoma”).  
• Extract the nearest disease name that appears within three tokens after “lethal.”  
• Construct the output indication as “Lethal <Disease>,” retaining the word “Lethal” (capitalized) followed by a single space and the disease name in Title Case, with no additional punctuation.  
• Do not apply when “lethal” modifies non-disease concepts (e.g., “lethal mutation,” “lethal dose,” “lethal phenotype” lacking a named disease).  
• If multiple valid “lethal + disease” phrases appear, output each as a separate indication separated by “;;”.  
This special handling retains clinical context while standardizing patient-subgroup terminology for indications.",Success
443,Patient Sub-Group ,Lethal,Lethal,**,Retain to the context,A novel combinatorial therapy for lethal neuroendocrine prostate cancer,Lethal Neuroendocrine Prostate Cancer,"If the input contains the keyword ""Lethal"" in patient classification context, apply contextual processing:  
• Retain the word “Lethal” only when it serves as a leading adjective that directly modifies a clearly identifiable disease noun phrase (e.g., “lethal neuroendocrine prostate cancer”, “lethal castration-resistant prostate cancer”).  
• Extract the entire noun phrase beginning with “Lethal” through the last disease-specific term, convert the phrase to Title Case, and output it verbatim as the indication (e.g., “Lethal Neuroendocrine Prostate Cancer”).  
• Exclude the word “lethal” when it appears in non-patient-classification usages (e.g., “synthetic lethal”, “lethal dose”, “lethal effect”, “sublethal”, “lethality”), or when it is not directly followed by a disease term.  
• Separate multiple retained indications with “;;”.  
This special handling requires syntactic analysis of noun-phrase boundaries to distinguish true patient sub-group descriptors from unrelated biochemical or pharmacologic contexts, ensuring precise and standardized medical indication formatting.",Success
444,Patient Sub-Group ,Lethal,Lethal,**,Retain to the context,Epigenomic analysis of plasma cell-free DNA identifies stemness features associated with worse prognosis in AR-altered lethal metastatic castration resistant prostate cancer,AR-Altered Lethal Metastatic Castration-Resistant Prostate Cancer,"If the input contains the keyword ""Lethal"" in patient classification context, apply contextual processing: retain the word “Lethal” as an adjective within the finalized indication phrase, positioning it immediately before the primary disease descriptor and preserving its capitalization (e.g., “… Lethal Metastatic Castration-Resistant Prostate Cancer”), requiring contextual analysis to confirm that:  
• “Lethal” describes the severity of the patient’s disease or subgroup (not a molecular mechanism such as “synthetic lethal” or “embryonic lethal”);  
• it is directly followed by the disease terminology it modifies;  
• no additional punctuation separates “Lethal” from the disease phrase;  
• duplicate or non-subgroup occurrences of “Lethal” are omitted.",Success
445,Patient Sub-Group ,Lethal,Lethal,**,Retain to the context,Alzheimer's disease-associated amyloid precursor protein improves anti-tumor immunity by inhibiting ceramide-mediated lethal mitophagy and restoring mitochondrial fumarate metabolism in aging T-cells,Alzheimer's Disease,"If the input contains the keyword ""Lethal"" in patient classification context, apply contextual processing:  

• Step 1 – Scope check: Determine whether ""lethal"" is directly modifying a patient cohort or a disease term (e.g., “patients with lethal prostate cancer”, “lethal breast cancer”). Perform a window search of ±4 tokens; acceptable modifiers are “patients”, “patient”, “disease”, “cancer”, “tumor”, “carcinoma”, “condition”, or a specific disease name.  

• Step 2 – Branching logic:  
  a. If the scope check is TRUE (i.e., lethal qualifies a patient/disease term), convert that segment to the Patient-Sub-Group indicator in the format “<Disease>-Lethal”; append using the standard separator “;;” when multiple indications are present, ensuring consistent medical terminology formatting.  
  b. If the scope check is FALSE (i.e., “lethal” is used mechanistically, chemically, or biologically—e.g., “lethal mitophagy”, “synthetic lethal interaction”) DO NOT output a Patient-Sub-Group indication for it; retain the word only within its original sentence context for downstream NLP use but exclude it from the structured indication list, as it does not refer to a patient subgroup.  

• Edge-case safeguards:  
  – Ignore capitalization variants (“lethal”, “Lethal”).  
  – Disregard hyphenated compounds that are not patient-centric (e.g., “non-lethal dose”).  
  – If multiple disease terms are modified by “lethal” in the same clause, generate an indication for each (e.g., “lethal prostate and pancreatic cancer” → “Prostate Cancer-Lethal;;Pancreatic Cancer-Lethal”).  

This contextual processing retains clinical accuracy while preventing the inadvertent creation of false patient-sub-group indications.",Success
446,Patient Sub-Group ,Disease Duration,Long Term,X,,Risk prediction of dyslipidemia in long-term survivors of childhood cancer: A report from the St. Jude Lifetime Cohort -,Childhood Cancer,"If the input contains ""Long Term"" (including the hyphenated form ""long-term"") in patient classification context—for example, “long-term survivors,” “long-term follow-up patients,” or similar phrases—DO NOT include this term in the output indication, as it functions solely as a temporal descriptor and does not define a clinically recognized patient subgroup for indication standards.",Success
447,Patient Sub-Group ,Recalcitrant,Recalcitrant,**,Retain to the context,"Mental Health, Sex, and Comorbidities as Determinants of Recalcitrant PsA",Recalcitrant Psoriatic Arthritis,"If the input contains the keyword ""Recalcitrant"" in patient classification context, apply contextual processing:  
retain the term “Recalcitrant” as a prefixed qualifier to the specific disease entity that immediately follows it, converting any disease abbreviations to their full, clinically accepted names (e.g., “PsA” ➔ “Psoriatic Arthritis”), capitalising the first letter of both words, and outputting the composite indication in the format “Recalcitrant <Full-Disease-Name>”; if more than one recalcitrant condition is listed, generate each as a separate indication and delimit with “;;”, requiring sentence-level analysis to confirm that “Recalcitrant” is modifying a disease (and not a symptom, risk factor, or unrelated noun).",Success
448,Patient Sub-Group ,Recalcitrant,Recalcitrant,**,on,Self Dilation In Recalcitrant Benign Esophageal Strictures (Rebs) - 10 Years Experience From A Tertiary Care Center In The Netherlands,Recalcitrant Benign Esophageal Stricture,"If the input contains the keyword ""Recalcitrant"" in patient classification context, apply contextual processing:  
retain the full word ""Recalcitrant"" as an obligatory leading qualifier and append the exact disease/condition noun-phrase that appears in the same clause (immediately after or, if the sentence structure is inverted, immediately before the keyword), deleting any trailing acronyms, abbreviations, or parenthetical content; output the result in the format  
""Recalcitrant <Disease/Condition>""  
(e.g., ""Recalcitrant Benign Esophageal Stricture""), using one space as the separator, preserving original capitalization, and separating multiple generated indications with "";;"".  
This requires text-level parsing to:  
1. Detect the noun-phrase boundary (stop at the first punctuation mark, coordinating conjunction, or capitalized term that is not part of the disease name).  
2. Exclude duplicate generation if the identical indication has already been produced in the same record.",Success
449,Patient Sub-Group ,Non-Amplified,Non-Amplified,✔,,Highly populated phylogenetic reconstruction in patients with hormone receptor positive - HER2 non-amplified metastatic breast cancer,HR-Positive/HER2 Non-Amplified Metastatic Breast Cancer,"If the input contains the keyword ""Non-Amplified"" (including the variants ""non-amplified"", ""non amplified"", or ""non-amplified"") in patient classification context, apply the following processing:  

• Identify the biomarker name (e.g., HER2, EGFR, MYC) that appears within the same noun phrase or ≤3 words before the keyword.  
• Output the biomarker followed by a single space and the term “Non-Amplified” with leading capitals, yielding the pattern “<Biomarker> Non-Amplified”.  
• Preserve the biomarker’s canonical formatting (uppercase gene symbol, no extra punctuation).  
• If more than one distinct biomarker is qualified as non-amplified in the same sentence, list each formatted tag and separate them with “;;”.  
• Ignore occurrences of “non-amplified” that do not reference a specific biomarker (e.g., “non-amplified signals”); these provide insufficient clinical context.  
• Do not hyphenate the biomarker and the qualifier, and do not abbreviate “Non-Amplified”.  

This rule standardizes patient-subgroup indications, ensuring consistent medical terminology formatting and clinical accuracy.",Success
450,Patient Sub-Group ,Non-Amplified,Non-Amplified,✔,,The role of the RNA methyltransferase RNAMT1 as a tumorigenic driver and therapeutic target in neuroblastoma,MYCN Non-Amplified Neuroblastoma;;MYCN-Amplified Neuroblastoma,"If the input contains the keyword ""Non-Amplified"" in patient classification context, apply the following processing: 
• Identify any gene symbol that immediately precedes (or is hyphen-joined to) the term “Non-Amplified” (e.g., “MYCN Non-Amplified”, “MYCN-Non-Amplified”, “MYCN non-amplified”, “non-amplified MYCN”);  
• Normalize the phrase to the exact format “<Gene> Non-Amplified <Tumor-Type>”, using:  
  – the official HGNC gene symbol in uppercase for <Gene>;  
  – a single space (NO hyphen) between the gene symbol and “Non-Amplified”;  
  – the capitalised phrase “Non-Amplified” (with hyphen and capital N);  
  – a single space before the specific tumour type (retain the tumour name as given or its approved standard form);  
• Correct any variations (“non amplified”, “nonamplified”, “non-amplified”) to “Non-Amplified”;  
• If the source erroneously uses a hyphen (e.g., “MYCN-Non-Amplified”), replace the hyphen with a space;  
• When both amplified and non-amplified subgroups are reported, list them as separate indications and separate each complete indication with “;;” (e.g., “MYCN Non-Amplified Neuroblastoma;;MYCN-Amplified Neuroblastoma”);  
• Preserve any additional validated subgroup qualifiers (e.g., “High-Risk”) after the tumour type, preceded by a single space.  

This ensures consistent patient-subgroup indication formatting and clinical accuracy.",Success
451,Patient Sub-Group ,Orthotopic,Orthotopic,X,,Intravesical instillation of nanoparticle-loaded toll like receptor (TLR) 3/9 agonists triggers a tumor-preventing immune environment in an orthotopic mouse bladder cancer model.,Bladder Cancer,"If the input contains ""Orthotopic"" in patient classification context, DO NOT include this in the output indication, as this term describes an experimental implantation model rather than a clinically recognized patient sub-group, and therefore does not meet medical indication standards.",Success
452,Patient Sub-Group ,Poorly Immunogenic,Poorly Immunogenic,X,,Poorly immunogenic melanoma and response to checkpoint inhibitors,Melanoma ,"If the input contains ""Poorly Immunogenic"" in patient classification context, DO NOT include this in the output indication, as this descriptive phrase does not correspond to a standardized, clinically recognized patient subgroup and therefore lacks sufficient specificity for medical indication generation.",Success
453,Patient Sub-Group ,Pathological Nature,Premalignant,**,Retain to context,Unveiling gastric premalignancy: A comprehensive study of tumor initiation and evolution using organoid models,Premalignant Gastric Tumor,"If the input contains the keyword ""Premalignant"" in patient classification context, apply contextual processing:  
• Identify the closest anatomical site or disease descriptor (e.g., gastric, oral cavity, cervical lesion) that is semantically linked to the premalignant condition in the same sentence or noun phrase.  
• Retain the word ""Premalignant"" exactly as written and place it as the leading qualifier, followed by a single space and the extracted site/disease term converted to Title Case, forming the structure ""Premalignant <Anatomical Site/Disease Descriptor>"" (e.g., “Premalignant Gastric Tumor”).  
• If the anatomical site/disease appears before “premalignant/premalignancy”, reorder the words to fit the required structure while preserving meaning (“gastric premalignancy” → “Premalignant Gastric Lesion”).  
• When multiple distinct premalignant sites are present, generate separate indications and separate them with “;;”.  
• Do not add hyphens, pluralize, or otherwise modify “Premalignant”; capitalize only the first letter of each term.  
This special handling requires syntactic parsing to accurately pair “Premalignant” with its correct anatomical or disease descriptor, ensuring precise and standardized patient-sub-group indications.",Success
454,Patient Sub-Group ,Pathological Nature,Premalignant,**,Retain to context,Targeting premalignant lung cancer to intercept progression to invasive disease,Invasive Lung Cancer;;Premalignant Lung Cancer,"If the input contains the keyword ""premalignant"" in patient classification context, apply contextual processing: 

1. Detect the base disease noun that ""premalignant"" (case-insensitive; also match “pre-malignant” or “pre malignant”) directly modifies or is paired with.  
2. Create a distinct indication by prefixing this disease noun with the capitalized descriptor, yielding the format ""Premalignant <Disease>"" (e.g., ""Premalignant Lung Cancer""), preserving standard disease terminology and capitalization.  
3. If the same sentence or title also mentions the corresponding malignant, invasive, or overt cancer form of the identical disease, output that form as a separate indication.  
4. List the two indications in the order: malignant/invasive form first, premalignant form second, separating them with the standard delimiter "";;"" (e.g., ""Invasive Lung Cancer;;Premalignant Lung Cancer"").  
5. When multiple disease terms are premalignant, apply steps 1–4 independently for each, ensuring each distinct pair is delimiter-separated and no hyphens are inserted between ""Premalignant"" and the disease name.

This rule requires contextual analysis to link ""premalignant"" to its specific disease referent and to identify any co-mentioned malignant/invasive counterparts, ensuring clinically accurate and consistently formatted patient sub-group indications.",Success
455,Patient Sub-Group ,Pathological Nature,Premalignant,**,Retain to context,FP example: Landscape of immune system impairment and gut microbiota composition along multiple myeloma evolution from premalignant conditions,Multiple Myeloma,"If the input contains the keyword ""Premalignant"" in patient classification context, apply contextual processing:  
• Determine at sentence level whether ""Premalignant"" (or its hyphenated variant ""pre-malignant"") is grammatically bound to a specific, explicitly named disease entity.  
  – If it precedes or follows a disease term within the same noun phrase (e.g., ""premalignant gastric lesions"", ""oral premalignant lesions""), keep the qualifier and output as ""Premalignant <Disease-Term>"" using a single space between the words.  
  – If multiple qualified diseases are present, generate separate indications and separate them with "";;"".  
• If ""Premalignant"" is used generically or as a collective noun without a directly linked disease (e.g., ""from premalignant conditions"", ""in premalignant states""), omit the word ""Premalignant"" from the output and report only the clearly stated underlying disease, if any; otherwise, generate no indication.  
This requires syntactic linkage analysis to confirm direct modification, ensuring consistent patient sub-group terminology and avoiding inclusion of context-only descriptors.",Success
456,Patient Sub-Group ,Pathological Nature,Premalignant,**,Retain to context,FP example: Leveraging knowledge graphs and AI to uncover premalignant disease mechanisms for early detection and prevention of lung cancer,Early Lung Cancer,"If the input contains the keyword ""Premalignant"" in patient classification context, apply contextual processing:  
• Detect the specific cancer site (e.g., lung, breast, colorectal) named in the same sentence or immediate context of the word “premalignant”.  
• Output the indication in the exact format: “Early <Capitalised-Cancer-Site> Cancer” (e.g., “Early Lung Cancer”).  
• If more than one cancer site is referenced, generate a separate indication for each and separate them with “;;”.  
• If no explicit site is found, retain the phrase “Premalignant Condition” as the indication.  
This requires contextual NLP analysis to map “premalignant” to the correct cancer type while preserving consistent medical indication formatting.",Success
457,Patient Sub-Group ,Disease Mode of Origin,Hereditary,✔,,Fanconi anemia complementation group C (FANCC) gene association with hereditary and sporadic renal tumors (RT).,Fanconi Anemia;;Hereditary Renal Tumor;;Sporadic Renal Tumor,"If the input contains the keyword ""Hereditary"" in patient classification context, apply the following processing:  
identify the disease noun-phrase that “Hereditary” modifies (appearing either immediately before or within the next five words after the keyword, ignoring connecting words such as “and”, “or”), then create a standalone indication in the form “Hereditary <Disease>” with initial capitalisation of every major word; if several diseases are linked to the same instance of “Hereditary”, generate an individual indication for each (e.g., “Hereditary Breast Cancer;;Hereditary Ovarian Cancer”).  
Do not duplicate or re-prefix disease names that already formally include “Hereditary” as part of their recognised title (e.g., keep “Hereditary Leiomyomatosis and Renal Cell Carcinoma” unchanged).  
When other mode-of-origin qualifiers such as “Sporadic”, “Familial” etc. co-occur for the same disease, create parallel indications for each qualifier using the identical disease noun-phrase (e.g., “… hereditary and sporadic renal tumors …” → “Hereditary Renal Tumor;;Sporadic Renal Tumor”).  
Separate every generated indication with “;;”, to maintain consistent separation between multiple medical indications, maintaining standardized patient-sub-group terminology.",Success
458,Patient Sub-Group ,Disease Mode of Origin,Hereditary,✔,,A Case of Concurrent Hereditary Neuropathy and Rubinstein-Taybi Syndrome,Hereditary Neuropathy;;Rubinstein-Taybi Syndrome,"If the input contains the keyword ""Hereditary"" in patient classification context, apply the following processing:  

• Identify every instance where the word ""Hereditary"" directly precedes a disease term (e.g., “Hereditary Neuropathy”, “Hereditary Angio-edema”).  
• Preserve the entire phrase “Hereditary + <Disease Name>” exactly as it appears (same capitalization, no added hyphens), treating it as a single, self-contained medical indication that specifies inherited etiology.  
• Output each retained phrase exactly once; if multiple hereditary diseases are mentioned, list each phrase and separate them with “;;”.  
• Do not output the word “Hereditary” alone if it is not followed by a disease term, and do not otherwise alter or duplicate the disease name.  
• This maintains clinically precise categorization of patient sub-groups based on mode of disease origin, ensuring consistent medical indication formatting.",Success
459,Patient Sub-Group ,Disease Mode of Origin,Hereditary,✔,,An Update on the Interventions for Hereditary Spastic Paraplegia,Hereditary Spastic Paraplegia,"If the input contains the keyword ""Hereditary"" in patient classification context, apply the following processing:  

1. Detect the token “Hereditary” (case-insensitive) that directly precedes a disease name.  
2. Capture “Hereditary” plus all immediately succeeding disease-name words up to—but not including—the first occurrence of a stop delimiter (comma, semicolon, colon, period, the conjunctions “and/or”, or the prepositions “in”, “with”, “for”, “among”).  
3. Normalize capitalisation so that only the initial “H” in “Hereditary” and the first letters of proper disease terms are capitalised (e.g., “Hereditary nonpolyposis colorectal cancer” → “Hereditary Nonpolyposis Colorectal Cancer”).  
4. Output the captured phrase exactly as “Hereditary <Disease Name>” as a single medical-indication token; if multiple hereditary diseases are detected, separate each token with “;;”.  
5. Exclude occurrences where “Hereditary” is not followed by a specific disease term (e.g., “hereditary basis”) or is negated (“non-hereditary”), to avoid false indications, ensuring clinically precise patient-subgroup designation and consistent medical terminology formatting.",Success
460,Patient Sub-Group ,Hypofractionated,Hypofractionated,X,,Efficacy of hypofractionated radiotherapy in prostate cancer,Prostate Cancer,"If the input contains ""Hypofractionated"" in patient classification context, DO NOT include this in the output indication, as it refers to a radiation therapy dosing schedule rather than a true patient sub-group and therefore does not constitute valid patient-classification terminology for indication generation.",Success
461,Patient Sub-Group ,Prophylaxis,Prophylaxis,X,,Prophylaxis bacterial infections in patients with sickle cell disease,Sickle Cell Disease,"If the input contains the keyword ""Prophylaxis"" (case-insensitive, including grammatical variants such as ""prophylactic"" or ""prophylaxes"") in patient classification context, DO NOT include this in the output indication, as this term denotes a preventive intervention rather than a definable patient sub-group and therefore does not satisfy medical indication formatting standards.",Success
462,Patient Sub-Group ,Atypical/Typical,Atypical/Typical,**,If it is mentioned immediately before disease name we can add it,Update in Surgical Treatment of Parkinson's Disease and Atypical Parkinsonian Syndromes,Atypical Parkinsonian Syndrome;;Parkinson's Disease,"If the input contains the keyword ""Atypical"" or ""Typical"" in patient classification context and it appears immediately (i.e., within the next one or two tokens) before a disease term, apply contextual processing:  

• Capture the complete phrase beginning with the qualifier (“Atypical” or “Typical”) up to, and including, the first disease‐designating word (Disease/Disorder/Syndrome/Cancer/Tumor/Carcinoma/Leukemia/Lymphoma/Myeloma/Sarcoma/Neoplasm).  
• Standardize the captured disease designator to its singular form by stripping a terminal “s”, “es”, or “ae” (e.g., “Syndromes” → “Syndrome”, “Diseases” → “Disease”).  
• Preserve possessives and internal adjectives exactly as written (e.g., “Parkinson’s”, “Parkinsonian”).  
• Return the resulting phrase with initial capitals exactly as “Atypical <Disease-Name>” or “Typical <Disease-Name>”.  
• If more than one qualified and/or unqualified disease phrase is present, output each indication separately and delimit them with “;;”.  
• If “Atypical” or “Typical” does NOT immediately precede a disease term, ignore the qualifier and process the disease name according to general rules.

This special handling requires string-position analysis to verify adjacency of the qualifier to the disease term and singularization logic to conform to clinically accepted indication nomenclature.",Success
463,Patient Sub-Group ,Atypical/Typical,Atypical/Typical,**,If it is mentioned immediately before disease name we can add it,A Diagnostic Dilemma: A Case of Probable Atypical Hemolytic-Uremic Syndrome Requiring Hemodialysis,Atypical Hemolytic-Uremic Syndrome,"If the input contains the keyword ""Atypical/Typical"" in patient classification context, apply contextual processing:  
• Detect the adjectives ""atypical"" or ""typical"" (case-insensitive, allowing optional suffix “ly”) that appear immediately before a recognized disease name, permitting only whitespace, a hyphen, or an en-dash between the adjective and the disease term (e.g., “Atypical Hemolytic-Uremic Syndrome”, “Typical pneumonia”).  
• When this adjacency condition is met, include the phrase ""<Adjective> <Disease Name>"" in the output indication, preserving the original adjective’s capitalization and inserting a single space (or the original hyphen if it is part of the official disease name) between the adjective and the disease.  
• When the adjective is separated from the disease by other words (e.g., “atypical clinical presentation of pneumonia”) or refers to non-disease concepts (“atypical cells”, “typical course”), omit the adjective from the output indication.  
• Do not add duplicate adjectives if the disease phrase already contains “Atypical” or “Typical”.  
• Multiple qualified disease indications must be separated by “;;”.  
This rule requires contextual analysis of word order and proximity to ensure the adjective is functionally part of the disease nomenclature before adding it to the standardized medical indication.",Success
464,Patient Sub-Group ,Non-Remission,Non-Remission,X,,Single Cord Blood Transplantation Strongly Inhibits Leukemia Relapse and Is Associated with Significantly Better Leukemia-Free and Overall Survival Than HLA-Matched Related Donor in Allo-HSCT for Patients with Acute Myeloid Leukemia in Non-Remission Status,Acute Myeloid Leukemia,"If the input contains ""Non-Remission"" in patient classification context, DO NOT include this in the output indication, as remission-status descriptors (e.g., ""non-remission"", ""non remission"", ""nonremission status/phase"") are excluded from standardized medical indication terminology; strip the entire phrase and retain only the underlying disease name.",Success
465,Patient Sub-Group ,Genetic Status,Biallelic ,X,,Both Single And Biallelic Tp53 Aberrations Predict Poor Prognosis In Multiple Myeloma ,TP53-Aberrated Multiple Myeloma,"If the input contains ""Biallelic"" in patient classification context (case-insensitive, regardless of trailing spaces or punctuation), DO NOT include this in the output indication, as allelic zygosity descriptors are not part of the standardized medical indication vocabulary and would add non-essential, potentially ambiguous information.",Success
466,Patient Sub-Group ,Pan,Pan,**,Ignore the 'pan' prefix (with or without a hyphen) and focus only on the specific cancer type,Pan cancer therapeutic inhibition of oncogenic c-MYC by the engineered destabilized 3'UTR of c-MYC,Cancer,"If the input contains the keyword ""Pan"" in patient classification context when it appears as a standalone prefix to the word “cancer” (e.g., “pan cancer”, “pan-cancer”, “pancancer”), apply contextual processing: remove/ignore the “pan” prefix together with any adjacent hyphen or space, then output only the cancer term that follows (use “Cancer” if no more-specific tumour type is given), requiring case-insensitive pattern recognition that 1) treats “pan” solely as a prefix to “cancer”, 2) excludes words where “pan” is part of another anatomical term such as “pancreas” or “pancreatic”, and 3) preserves standard separator rules (“;;”) when multiple indications are present.",Success
467,Patient Sub-Group ,,Anti-Sense,X,,Anti-sense spinal muscular atrophy treatment outcomes,Spinal Muscular Atrophy,"If the input contains ""Anti-Sense"" (case-insensitive, including variants ""antisense"" or ""anti sense"") in patient classification context, DO NOT include this in the output indication, as this term describes a therapeutic modality rather than a patient sub-group and therefore is not valid for medical indication formatting standards.",Success
468,Patient Sub-Group ,Species/Model,Canine,X,,Alterations in the tumor microenvironment and key signaling pathways in naturally-occurring canine gliomas mirror those seen in human patients ,Glioma,"If the input contains ""Canine"" in patient classification context, DO NOT include this in the output indication, as it refers to an animal model rather than human patients and therefore lacks direct clinical applicability to human medical indications.",Success
469,Patient Sub-Group ,Obese,Obese,✔,,Utility of Low Dose Computed Tomography in Obese Patients with Urolithiasis ,Urolithiasis;;Obesity,"If the input contains ""Obese"" in patient classification context, include this in the output indication, as ""Obesity""",Success
470,Patient Sub-Group ,Residual,Residual,**,Retain to context,Estrogen receptor expression in residual breast cancer following neoadjuvant chemotherapy.,Residual ER-Expressing Breast Cancer,"""If the title contains phrases such as: “Indication A adverse event(s)”, “Indication A events”, “Indication A symptoms”, “Indication A related events”
Always capture it simply as: Indication A
Do not include the suffix terms (“adverse event,” “events,” “symptoms,” “related events”) in the output.""",Success
